folder,class_id,label,make,model,body,year_start,year_end,matched
2019_Pininfarina_Battista,204,Pininfarina Pininfarina Battista,Pininfarina,Pininfarina Battista,other,2019,2024,True
2019_Toyota_Corolla_Touring_Sports,205,Toyota TOYOTA Corolla Touring Sports,Toyota,TOYOTA Corolla Touring Sports,hatchback,2018,2024,True
2019_Volkswagen_Multivan_Bulli_T61,206,Volkswagen VOLKSWAGEN Multivan Bulli T61,Volkswagen,VOLKSWAGEN Multivan Bulli T61,van,2003,2024,True
2020_BMW_X5_M,207,BMW BMW X5 M G05,BMW,BMW X5 M G05,suv,2009,2024,True
2020_BMW_X6_M,208,BMW BMW X6 M G06,BMW,BMW X6 M G06,suv,2009,2024,True
2020_Bugati_Chiron_Pur_Spot,209,Bugatti BUGATTI Chiron Pur Sport,Bugatti,BUGATTI Chiron Pur Sport,other,2016,2024,True
2020_Buick_Encore_GX,210,Buick BUICK Encore GX,Buick,BUICK Encore GX,suv,2013,2024,True
2020_Hyundai_Sonata,211,Hyundai HYUNDAI Sonata,Hyundai,HYUNDAI Sonata,other,1989,2024,True
2020_Mazda_MX30,212,Mazda MAZDA MX30,Mazda,MAZDA MX30,suv,2019,2024,True
2020_MercedesAMG_GLB_35,213,Mercedesamg MercedesAMG GLB 35 4MATIC,Mercedesamg,MercedesAMG GLB 35 4MATIC,suv,2019,2024,True
2020_MercedesAMG_GLE,214,Mercedesamg MercedesAMG GLE 53 4MATIC,Mercedesamg,MercedesAMG GLE 53 4MATIC,suv,2015,2024,True
2020_MercedesAMG_GLE_53_4MATIC_Coupe,215,Mercedesamg MercedesAMG GLE 53 4MATIC Coupe,Mercedesamg,MercedesAMG GLE 53 4MATIC Coupe,other,2015,2024,True
2020_MercedesAMG_GLE_63_4MATIC_Coupe,216,Mercedesamg MercedesAMG GLE 63 4MATIC Coupe C167,Mercedesamg,MercedesAMG GLE 63 4MATIC Coupe C167,other,2015,2024,True
2020_MercedesBenz_GLB,217,Mercedes-Benz MERCEDES BENZ GLBClass X247,Mercedes-Benz,MERCEDES BENZ GLBClass X247,suv,2019,2024,True
2020_MercedesBenz_GLC_Coupe,218,Mercedes-Benz MERCEDES BENZ GLC Coupe C253,Mercedes-Benz,MERCEDES BENZ GLC Coupe C253,suv,2016,2024,True
2020_MercedesBenz_GLE,219,Mercedes-Benz MERCEDES BENZ GLE W167,Mercedes-Benz,MERCEDES BENZ GLE W167,suv,2015,2024,True
2020_MercedesBenz_GLE_Coupe,220,Mercedes-Benz MERCEDES BENZ GLE Coupe,Mercedes-Benz,MERCEDES BENZ GLE Coupe,suv,2015,2024,True
2020_MercedesBenz_GLS,221,Mercedes-Benz MERCEDES BENZ GLS X167,Mercedes-Benz,MERCEDES BENZ GLS X167,suv,2016,2024,True
2020_Mitsubishi_ASX,222,Mitsubishi MITSUBISHI ASX,Mitsubishi,MITSUBISHI ASX,suv,2010,2024,True
2020_Nissan_GTR_Nismo,223,Nissan NISSAN GTR Nismo,Nissan,NISSAN GTR Nismo,other,2014,2024,True
2020_Subaru_Impreza_5_doors,224,Subaru SUBARU Impreza 5 doors,Subaru,SUBARU Impreza 5 doors,other,1993,2024,True
2020_Toyota_Corolla,225,Toyota TOYOTA Corolla,Toyota,TOYOTA Corolla,hatchback,2007,2024,True
2020_Volkswagen_ID3,226,Volkswagen VOLKSWAGEN ID3,Volkswagen,VOLKSWAGEN ID3,hatchback,2020,2024,True
2021_Chevrolet_Trailblazer,227,Chevrolet CHEVROLET TrailBlazer,Chevrolet,CHEVROLET TrailBlazer,suv,2000,2024,True
2021_Chrysler_Pacifica,228,Chrysler CHRYSLER Pacifica,Chrysler,CHRYSLER Pacifica,van,2003,2024,True
2021_Dacia_Jogger,229,Dacia DACIA Jogger,Dacia,DACIA Jogger,suv,2020,2024,True
2021_Ford_Puma_ST,230,Ford FORD Puma ST,Ford,FORD Puma ST,suv,2020,2024,True
2021_Maserati_MC20,231,Maserati MASERATI MC20,Maserati,MASERATI MC20,other,2020,2024,True
2021_MercedesAMG_GLA_35,232,Mercedesamg MercedesAMG GLA 35 4MATIC H247,Mercedesamg,MercedesAMG GLA 35 4MATIC H247,suv,2014,2024,True
2021_MercedesBenz_GLA,233,Mercedes-Benz MERCEDES BENZ GLA,Mercedes-Benz,MERCEDES BENZ GLA,suv,2013,2024,True
2021_MercedesBenz_GLS_Maybach,234,Mercedes-Benz MERCEDES BENZ GLS Maybach X167,Mercedes-Benz,MERCEDES BENZ GLS Maybach X167,suv,2020,2024,True
2021_Subaru_Crosstrek,235,Subaru SUBARU Crosstrek,Subaru,SUBARU Crosstrek,suv,2015,2024,True
2021_Volkswagen_Atlas,236,Volkswagen VOLKSWAGEN Atlas,Volkswagen,VOLKSWAGEN Atlas,suv,2017,2024,True
2022_Bugatti_Bolide,237,Bugatti BUGATTI Bolide,Bugatti,BUGATTI Bolide,other,2022,2024,True
2022_GMC_Sierra_Denali,238,GMC GMC Sierra Denali,GMC,GMC Sierra Denali,truck,2007,2024,True
2022_Maserati_MC20_Cielo,239,Maserati MASERATI MC20 Cielo,Maserati,MASERATI MC20 Cielo,other,2020,2024,True
2022_Tesla_Model_X,240,Tesla TESLA Model X,Tesla,TESLA Model X,suv,2015,2024,True
2022_Toyota_GR_Supra,241,Toyota TOYOTA Supra,Toyota,TOYOTA Supra,other,2022,2024,True
2022_Vauxhall_Astra_Sports_Tourer,242,Vauxhall VAUXHALL Astra Sports Tourer,Vauxhall,VAUXHALL Astra Sports Tourer,wagon,2004,2024,True
2022_Vauxhall_Astra_Sports_Tourer_GSe,243,Vauxhall VAUXHALL Astra Sports Tourer GSe,Vauxhall,VAUXHALL Astra Sports Tourer GSe,wagon,2004,2024,True
2022_Volkswagen_Arteon,244,Volkswagen VOLKSWAGEN Arteon,Volkswagen,VOLKSWAGEN Arteon,other,2017,2024,True
2022_Volkswagen_Multivan,245,Volkswagen VOLKSWAGEN Multivan T7,Volkswagen,VOLKSWAGEN Multivan T7,van,2003,2024,True
2023LAND_ROVER_Range_Rover_Sport,246,Land Rover LAND ROVER Range Rover Sport,Land Rover,LAND ROVER Range Rover Sport,suv,2005,2024,True
2023_Alfa_Romeo_Stelvio,247,Alfa Romeo ALFA ROMEO Stelvio,Alfa Romeo,ALFA ROMEO Stelvio,suv,2017,2024,True
2023_Alpine_A_110_R,248,Alpine ALPINE A110 R,Alpine,ALPINE A110 R,other,1962,2024,True
2023_Audi_R8_GT_US,249,Audi AUDI R8 GT US,Audi,AUDI R8 GT US,other,2010,2024,True
2023_Audi_RS6_Avant_performance,250,Audi AUDI RS6 Avant performance,Audi,AUDI RS6 Avant performance,wagon,2002,2024,True
2023_Audi_RS7_Sportback_performance,251,Audi AUDI RS7 Sportback performance,Audi,AUDI RS7 Sportback performance,wagon,2013,2024,True
2023_BMW_M4_CSL,252,BMW BMW M4 CSL,BMW,BMW M4 CSL,other,2014,2024,True
2023_BMW_i7,253,BMW BMW i7,BMW,BMW i7,other,2022,2024,True
2023_DS_3,254,Dsautomobiles DS AUTOMOBILES DS 3,Dsautomobiles,DS AUTOMOBILES DS 3,other,2014,2024,True
2023_Dacia_Jogger,255,Dacia DACIA Jogger,Dacia,DACIA Jogger,suv,2020,2024,True
2023_Dodge_Challenger_SRT_Demon_170,256,Dodge DODGE Challenger SRT Demon 170,Dodge,DODGE Challenger SRT Demon 170,other,2008,2024,True
2023_Dodge_Hornet,257,Dodge DODGE Hornet,Dodge,DODGE Hornet,suv,2022,2024,True
2023_Ford_Ranger_Raptor,258,Ford FORD Ranger Raptor,Ford,FORD Ranger Raptor,truck,2011,2024,True
2023_Genesis_GV60,259,Genesis GENESIS GV60,Genesis,GENESIS GV60,suv,2022,2024,True
2023_Honda_Civic_Type_R,260,Honda HONDA Civic TypeR,Honda,HONDA Civic TypeR,hatchback,2001,2024,True
2023_Honda_Civic_eHEV,261,Honda HONDA Civic eHEV EU,Honda,HONDA Civic eHEV EU,other,1987,2024,True
2023_Lamborghini_Huracan_Tecnica,262,Lamborghini LAMBORGHINI Huracan Tecnica,Lamborghini,LAMBORGHINI Huracan Tecnica,other,2014,2024,True
2023_Lamborghini_Urus_S,263,Lamborghini LAMBORGHINI Urus S,Lamborghini,LAMBORGHINI Urus S,suv,2018,2024,True
2023_Lightyear_0,264,Lightyear LIGHTYEAR Lightyear 0,Lightyear,LIGHTYEAR Lightyear 0,other,2022,2024,True
2023_Maserati_GranTurismo_Folgore,265,Maserati MASERATI Folgore,Maserati,MASERATI Folgore,other,2007,2024,True
2023_Maserati_GranTurismo_Modena,266,Maserati MASERATI Modena,Maserati,MASERATI Modena,other,2007,2024,True
2023_Maserati_GranTurismo_Trofeo,267,Maserati MASERATI Trofeo,Maserati,MASERATI Trofeo,other,2007,2024,True
2023_Maserati_Grecale_GT,268,Maserati MASERATI Grecale GT,Maserati,MASERATI Grecale GT,suv,2022,2024,True
2023_Maserati_Grecale_Modena,269,Maserati MASERATI Grecale Modena,Maserati,MASERATI Grecale Modena,suv,2022,2024,True
2023_Maserati_Grecale_Trofeo,270,Maserati MASERATI Grecale Trofeo,Maserati,MASERATI Grecale Trofeo,suv,2022,2024,True
2023_Mitsubishi_ASX,271,Mitsubishi MITSUBISHI ASX,Mitsubishi,MITSUBISHI ASX,suv,2010,2024,True
2023_Peugeot_508,272,Peugeot PEUGEOT 508,Peugeot,PEUGEOT 508,other,2010,2024,True
2023_Peugeot_508_SW,273,Peugeot PEUGEOT 508 SW,Peugeot,PEUGEOT 508 SW,wagon,2010,2024,True
2023_Porsche_911_Carrera_T,274,Porsche PORSCHE 911 Carrera T,Porsche,PORSCHE 911 Carrera T,other,2017,2024,True
2023_Renault_Espace,275,Renault RENAULT Espace,Renault,RENAULT Espace,van,1985,2024,True
2023_Toyota_Corolla,276,Toyota TOYOTA Corolla,Toyota,TOYOTA Corolla,hatchback,2007,2024,True
2023_Toyota_Corolla_Touring_Sports,277,Toyota TOYOTA Corolla Touring Sports,Toyota,TOYOTA Corolla Touring Sports,hatchback,2018,2024,True
2023_Toyota_Prius,278,Toyota TOYOTA Prius,Toyota,TOYOTA Prius,hatchback,1997,2024,True
2023_Vauxhall_Astra_GSe,279,Vauxhall VAUXHALL Astra GSe,Vauxhall,VAUXHALL Astra GSe,hatchback,2004,2024,True
2023_Vauxhall_Grandland_GSe,280,Vauxhall VAUXHALL Grandland GSe,Vauxhall,VAUXHALL Grandland GSe,suv,2022,2024,True
2024_Aston_Martin_DBS770_Ultimate,281,Aston Martin ASTON MARTIN DBS770 Ultimate,Aston Martin,ASTON MARTIN DBS770 Ultimate,other,1967,2024,True
2024_BMW_M3_CS,282,BMW BMW M3 CS,BMW,BMW M3 CS,other,1994,2024,True
2024_BMW_X5,283,BMW BMW X5 G05,BMW,BMW X5 G05,suv,2000,2024,True
2024_BMW_X5_M_Competition,284,BMW BMW X5 M Competition,BMW,BMW X5 M Competition,suv,2009,2024,True
2024_BMW_X6,285,BMW BMW X6,BMW,BMW X6,suv,2008,2024,True
2024_BMW_X6_M_Competition,286,BMW BMW X6 M Competition,BMW,BMW X6 M Competition,suv,2009,2024,True
2024_Chevrolet_Blazer_EV,287,Chevrolet CHEVROLET Blazer EV,Chevrolet,CHEVROLET Blazer EV,suv,1995,2024,True
2024_Chevrolet_Corvette_ERay,288,Chevrolet CHEVROLET Corvette ERay,Chevrolet,CHEVROLET Corvette ERay,other,2023,2024,True
2024_Chevrolet_Equinox_EV,289,Chevrolet CHEVROLET Equinox EV,Chevrolet,CHEVROLET Equinox EV,suv,2004,2024,True
2024_Chevrolet_Silverado_EV,290,Chevrolet CHEVROLET Silverado EV,Chevrolet,CHEVROLET Silverado EV,truck,2008,2024,True
2024_Chevrolet_Silverado_EV_WT,291,Chevrolet CHEVROLET Silverado EV WT,Chevrolet,CHEVROLET Silverado EV WT,truck,2008,2024,True
2024_Chevrolet_Trailblazer,292,Chevrolet CHEVROLET TrailBlazer,Chevrolet,CHEVROLET TrailBlazer,suv,2000,2024,True
2024_Ford_Explorer_EU,293,Ford FORD Explorer,Ford,FORD Explorer,suv,2023,2024,True
2024_Hyundai_Kona,294,Hyundai HYUNDAI Kona,Hyundai,HYUNDAI Kona,suv,2017,2024,True
2024_Hyundai_Kona_Electric,295,Hyundai HYUNDAI Kona Electric,Hyundai,HYUNDAI Kona Electric,suv,2018,2024,True
2024_Lamborghini_Revuelto,296,Lamborghini LAMBORGHINI Revuelto,Lamborghini,LAMBORGHINI Revuelto,other,2023,2024,True
2024_Land_Rover_Range_Rover_Velar,297,Land Rover LAND ROVER Range Rover Velar,Land Rover,LAND ROVER Range Rover Velar,suv,2017,2024,True
2024_Mazda_CX90,298,Mazda MAZDA CX90,Mazda,MAZDA CX90,suv,2023,2024,True
2024_MercedesBenz_GLC_Coupe,299,Mercedes-Benz MERCEDES BENZ GLC Coupe C253,Mercedes-Benz,MERCEDES BENZ GLC Coupe C253,suv,2016,2024,True
2024_Nissan_GTR_Nismo,300,Nissan NISSAN GTR Nismo,Nissan,NISSAN GTR Nismo,other,2014,2024,True
2024_RollsRoyce_Spectre,301,Rolls-Royce ROLLSROYCE Spectre,Rolls-Royce,ROLLSROYCE Spectre,other,2022,2024,True
2024_Subaru_Crosstrek_Wilderness,302,Subaru SUBARU Crosstrek Wilderness,Subaru,SUBARU Crosstrek Wilderness,suv,2015,2024,True
2024_Subaru_Impreza,303,Subaru SUBARU Impreza 4 doors,Subaru,SUBARU Impreza 4 doors,other,1993,2024,True
2024_Toyota_Grand_Highlander,304,Toyota TOYOTA Grand Highlander,Toyota,TOYOTA Grand Highlander,suv,2023,2024,True
2024_Volkswagen_Atlas,305,Volkswagen VOLKSWAGEN Atlas,Volkswagen,VOLKSWAGEN Atlas,suv,2017,2024,True
2024_Volkswagen_Atlas_Cross_Sport,306,Volkswagen VOLKSWAGEN Atlas Cross Sport,Volkswagen,VOLKSWAGEN Atlas Cross Sport,suv,2019,2024,True
2024_Volkswagen_ID3,307,Volkswagen VOLKSWAGEN ID3,Volkswagen,VOLKSWAGEN ID3,hatchback,2020,2024,True
ACURA_ILX_20122014,308,Acura ACURA ILX,Acura,ACURA ILX,other,2012,2024,True
ACURA_ILX_20142016,309,Acura ACURA ILX,Acura,ACURA ILX,other,2012,2024,True
ACURA_ILX_20162018,310,Acura ACURA ILX,Acura,ACURA ILX,other,2012,2024,True
ACURA_ILX_2018Present,311,Acura ACURA ILX,Acura,ACURA ILX,other,2012,2024,True
ACURA_Integra_2022Present,312,Acura ACURA Integra,Acura,ACURA Integra,other,1986,2024,True
ACURA_MDX_20062009,313,Acura ACURA MDX,Acura,ACURA MDX,suv,2001,2024,True
ACURA_MDX_20102013,314,Acura ACURA MDX,Acura,ACURA MDX,suv,2001,2024,True
ACURA_MDX_20132016,315,Acura ACURA MDX,Acura,ACURA MDX,suv,2001,2024,True
ACURA_MDX_2021Present,316,Acura ACURA MDX,Acura,ACURA MDX,suv,2001,2024,True
ACURA_MDX_ASpec_2018Present,317,Acura ACURA MDX ASpec,Acura,ACURA MDX ASpec,suv,2001,2024,True
ACURA_NSXT_20012005,318,Acura ACURA NSXT,Acura,ACURA NSXT,other,1991,2024,True
ACURA_NSX_19912001,319,Acura ACURA NSX,Acura,ACURA NSX,other,1991,2024,True
ACURA_NSX_2016Present,320,Acura ACURA NSX,Acura,ACURA NSX,other,1991,2024,True
ACURA_RDX_20122015,321,Acura ACURA RDX,Acura,ACURA RDX,suv,2006,2024,True
ACURA_RDX_20152018,322,Acura ACURA RDX,Acura,ACURA RDX,suv,2006,2024,True
ACURA_RDX_20182021,323,Acura ACURA RDX,Acura,ACURA RDX,suv,2006,2024,True
ACURA_RDX_2021Present,324,Acura ACURA RDX,Acura,ACURA RDX,suv,2006,2024,True
ACURA_RLX_2017Present,325,Acura ACURA RLX,Acura,ACURA RLX,other,2013,2024,True
ACURA_RL_20042008,326,Acura ACURA RL,Acura,ACURA RL,other,2004,2012,True
ACURA_RL_20082012,327,Acura ACURA RL,Acura,ACURA RL,other,2004,2012,True
ACURA_TLX_20152020,328,Acura ACURA TLX,Acura,ACURA TLX,other,2015,2024,True
ACURA_TLX_2020Present,329,Acura ACURA TLX,Acura,ACURA TLX,other,2015,2024,True
ACURA_TL_20082014,330,Acura ACURA TL,Acura,ACURA TL,other,1995,2014,True
ACURA_TSX_20082014,331,Acura ACURA TSX,Acura,ACURA TSX,other,2003,2014,True
ACURA_TSX_Sport_Wagon_20102014,332,Acura ACURA TSX Sport Wagon,Acura,ACURA TSX Sport Wagon,other,2003,2014,True
ACURA_ZDX_20092013,333,Acura ACURA ZDX,Acura,ACURA ZDX,suv,2009,2013,True
AC__428_Convertible_19661971,334,AC AC 428 Convertible,AC,AC 428 Convertible,convertible,1966,1971,True
ALFA_ROMEO_145_19942000,335,Alfa Romeo ALFA ROMEO 145,Alfa Romeo,ALFA ROMEO 145,hatchback,1994,2000,True
ALFA_ROMEO_146_19952000,336,Alfa Romeo ALFA ROMEO 146,Alfa Romeo,ALFA ROMEO 146,hatchback,1995,2000,True
ALFA_ROMEO_147_3_Doors_20002005,337,Alfa Romeo ALFA ROMEO 147 3 Doors,Alfa Romeo,ALFA ROMEO 147 3 Doors,hatchback,2000,2009,True
ALFA_ROMEO_147_3_Doors_20052009,338,Alfa Romeo ALFA ROMEO 147 3 Doors,Alfa Romeo,ALFA ROMEO 147 3 Doors,hatchback,2000,2009,True
ALFA_ROMEO_147_5_Doors_20002005,339,Alfa Romeo ALFA ROMEO 147 5 Doors,Alfa Romeo,ALFA ROMEO 147 5 Doors,hatchback,2000,2009,True
ALFA_ROMEO_147_5_Doors_20052009,340,Alfa Romeo ALFA ROMEO 147 5 Doors,Alfa Romeo,ALFA ROMEO 147 5 Doors,hatchback,2000,2009,True
ALFA_ROMEO_147_GTA_20032005,341,Alfa Romeo ALFA ROMEO 147 GTA,Alfa Romeo,ALFA ROMEO 147 GTA,hatchback,2000,2009,True
ALFA_ROMEO_155_19921998,342,Alfa Romeo ALFA ROMEO 155,Alfa Romeo,ALFA ROMEO 155,other,1992,1998,True
ALFA_ROMEO_156_19972003,343,Alfa Romeo ALFA ROMEO 156,Alfa Romeo,ALFA ROMEO 156,other,1997,2005,True
ALFA_ROMEO_156_20032005,344,Alfa Romeo ALFA ROMEO 156,Alfa Romeo,ALFA ROMEO 156,other,1997,2005,True
ALFA_ROMEO_156_GTA_20012005,345,Alfa Romeo ALFA ROMEO 156 GTA,Alfa Romeo,ALFA ROMEO 156 GTA,other,1997,2005,True
ALFA_ROMEO_156_Sportwagon_20002003,346,Alfa Romeo ALFA ROMEO 156 Sportwagon,Alfa Romeo,ALFA ROMEO 156 Sportwagon,wagon,2000,2005,True
ALFA_ROMEO_156_Sportwagon_20032005,347,Alfa Romeo ALFA ROMEO 156 Sportwagon,Alfa Romeo,ALFA ROMEO 156 Sportwagon,wagon,2000,2005,True
ALFA_ROMEO_156_Sportwagon_GTA_20022005,348,Alfa Romeo ALFA ROMEO 156 Sportwagon GTA,Alfa Romeo,ALFA ROMEO 156 Sportwagon GTA,wagon,2000,2005,True
ALFA_ROMEO_159_20052011,349,Alfa Romeo ALFA ROMEO 159,Alfa Romeo,ALFA ROMEO 159,other,2005,2011,True
ALFA_ROMEO_159_Sportwagon_20062011,350,Alfa Romeo ALFA ROMEO 159 Sportwagon,Alfa Romeo,ALFA ROMEO 159 Sportwagon,wagon,2006,2011,True
ALFA_ROMEO_164_19881998,351,Alfa Romeo ALFA ROMEO 164,Alfa Romeo,ALFA ROMEO 164,other,1988,1998,True
ALFA_ROMEO_166_19962003,352,Alfa Romeo ALFA ROMEO 166,Alfa Romeo,ALFA ROMEO 166,other,1996,2007,True
ALFA_ROMEO_1900_Super_Sprint_19561959,353,Alfa Romeo ALFA ROMEO 1900 Super Sprint,Alfa Romeo,ALFA ROMEO 1900 Super Sprint,other,1950,1959,True
ALFA_ROMEO_4C_2013Present,354,Alfa Romeo ALFA ROMEO 4C,Alfa Romeo,ALFA ROMEO 4C,other,2013,2024,True
ALFA_ROMEO_4C_Spider_2015Present,355,Alfa Romeo ALFA ROMEO 4C Spider,Alfa Romeo,ALFA ROMEO 4C Spider,convertible,2015,2024,True
ALFA_ROMEO_75_19851992,356,Alfa Romeo ALFA ROMEO 75,Alfa Romeo,ALFA ROMEO 75,other,1985,1992,True
ALFA_ROMEO_8C_Competizione_20072009,357,Alfa Romeo ALFA ROMEO 8C Competizione,Alfa Romeo,ALFA ROMEO 8C Competizione,other,1931,2010,True
ALFA_ROMEO_8C_Spider_20082010,358,Alfa Romeo ALFA ROMEO 8C Spider,Alfa Romeo,ALFA ROMEO 8C Spider,other,1931,2010,True
ALFA_ROMEO_Alfasud_19721977,359,Alfa Romeo ALFA ROMEO Alfasud,Alfa Romeo,ALFA ROMEO Alfasud,other,1972,1983,True
ALFA_ROMEO_Alfasud_Sprint_19761983,360,Alfa Romeo ALFA ROMEO Alfasud Sprint,Alfa Romeo,ALFA ROMEO Alfasud Sprint,hatchback,1976,1983,True
ALFA_ROMEO_Alfasud_TI_19731977,361,Alfa Romeo ALFA ROMEO Alfasud TI,Alfa Romeo,ALFA ROMEO Alfasud TI,other,1973,1983,True
ALFA_ROMEO_Alfetta_19721979,362,Alfa Romeo ALFA ROMEO Alfetta,Alfa Romeo,ALFA ROMEO Alfetta,other,1972,1984,True
ALFA_ROMEO_Alfetta_GTV_19761982,363,Alfa Romeo ALFA ROMEO Alfetta GTV,Alfa Romeo,ALFA ROMEO Alfetta GTV,other,1972,1984,True
ALFA_ROMEO_Brera_20052010,364,Alfa Romeo ALFA ROMEO Brera,Alfa Romeo,ALFA ROMEO Brera,other,2005,2010,True
ALFA_ROMEO_Crosswagon_Q4_20042007,365,Alfa Romeo ALFA ROMEO Crosswagon Q4,Alfa Romeo,ALFA ROMEO Crosswagon Q4,wagon,2004,2007,True
ALFA_ROMEO_GTV_20032005,366,Alfa Romeo ALFA ROMEO GTV,Alfa Romeo,ALFA ROMEO GTV,other,1995,2005,True
ALFA_ROMEO_GT_20032010,367,Alfa Romeo ALFA ROMEO GT,Alfa Romeo,ALFA ROMEO GT,other,2003,2010,True
ALFA_ROMEO_Giulia_20162022,368,Alfa Romeo ALFA ROMEO Giulia,Alfa Romeo,ALFA ROMEO Giulia,other,1962,2024,True
ALFA_ROMEO_Giulia_2022Present,369,Alfa Romeo ALFA ROMEO Giulia,Alfa Romeo,ALFA ROMEO Giulia,other,1962,2024,True
ALFA_ROMEO_Giulia_GTA_2020Present,370,Alfa Romeo ALFA ROMEO Giulia GTA,Alfa Romeo,ALFA ROMEO Giulia GTA,hatchback,2020,2024,True
ALFA_ROMEO_Giulia_Quadrifoglio_2016Present,371,Alfa Romeo ALFA ROMEO Giulia Quadrifoglio,Alfa Romeo,ALFA ROMEO Giulia Quadrifoglio,other,2016,2024,True
ALFA_ROMEO_Giulia_Veloce_2016Present,372,Alfa Romeo ALFA ROMEO Giulia Veloce,Alfa Romeo,ALFA ROMEO Giulia Veloce,other,2016,2024,True
ALFA_ROMEO_Giulietta_20102016,373,Alfa Romeo ALFA ROMEO Giulietta,Alfa Romeo,ALFA ROMEO Giulietta,other,1954,2024,True
ALFA_ROMEO_Giulietta_2016Present,374,Alfa Romeo ALFA ROMEO Giulietta,Alfa Romeo,ALFA ROMEO Giulietta,other,1954,2024,True
ALFA_ROMEO_Giulietta_Quadrifoglio_Verde_20112016,375,Alfa Romeo ALFA ROMEO Giulietta Quadrifoglio Verde,Alfa Romeo,ALFA ROMEO Giulietta Quadrifoglio Verde,hatchback,2011,2016,True
ALFA_ROMEO_MiTo_20082013,376,Alfa Romeo ALFA ROMEO MiTo,Alfa Romeo,ALFA ROMEO MiTo,hatchback,2008,2018,True
ALFA_ROMEO_MiTo_20132016,377,Alfa Romeo ALFA ROMEO MiTo,Alfa Romeo,ALFA ROMEO MiTo,hatchback,2008,2018,True
ALFA_ROMEO_MiTo_20162018,378,Alfa Romeo ALFA ROMEO MiTo,Alfa Romeo,ALFA ROMEO MiTo,hatchback,2008,2018,True
ALFA_ROMEO_MiTo_Quadrifoglio_Verde_20092013,379,Alfa Romeo ALFA ROMEO MiTo Quadrifoglio Verde,Alfa Romeo,ALFA ROMEO MiTo Quadrifoglio Verde,hatchback,2009,2016,True
ALFA_ROMEO_MiTo_Quadrifoglio_Verde_20132016,380,Alfa Romeo ALFA ROMEO MiTo Quadrifoglio Verde,Alfa Romeo,ALFA ROMEO MiTo Quadrifoglio Verde,hatchback,2009,2016,True
ALFA_ROMEO_Spider_19952003,381,Alfa Romeo ALFA ROMEO Spider,Alfa Romeo,ALFA ROMEO Spider,convertible,1970,2010,True
ALFA_ROMEO_Spider_20032006,382,Alfa Romeo ALFA ROMEO Spider,Alfa Romeo,ALFA ROMEO Spider,convertible,1970,2010,True
ALFA_ROMEO_Sprint_19831989,383,Alfa Romeo ALFA ROMEO Sprint,Alfa Romeo,ALFA ROMEO Sprint,other,1976,1989,True
ALFA_ROMEO_Stelvio_20172022,384,Alfa Romeo ALFA ROMEO Stelvio,Alfa Romeo,ALFA ROMEO Stelvio,suv,2017,2024,True
ALFA_ROMEO_Stelvio_Quadrifoglio_2017Present,385,Alfa Romeo ALFA ROMEO Stelvio Quadrifoglio,Alfa Romeo,ALFA ROMEO Stelvio Quadrifoglio,suv,2017,2024,True
ALPINE_A110_2017Present,386,Alpine ALPINE A110,Alpine,ALPINE A110,other,1962,2024,True
ASTON_MARTIN_Cygnet_20112013,387,Aston Martin ASTON MARTIN Cygnet,Aston Martin,ASTON MARTIN Cygnet,hatchback,2011,2013,True
ASTON_MARTIN_DB11_2016Present,388,Aston Martin ASTON MARTIN DB11,Aston Martin,ASTON MARTIN DB11,other,2016,2024,True
ASTON_MARTIN_DB11_AMR_2018Present,389,Aston Martin ASTON MARTIN DB11 AMR,Aston Martin,ASTON MARTIN DB11 AMR,other,2016,2024,True
ASTON_MARTIN_DB11_Volante_2018Present,390,Aston Martin ASTON MARTIN DB11 Volante,Aston Martin,ASTON MARTIN DB11 Volante,convertible,2018,2024,True
ASTON_MARTIN_DB5_19631965,391,Aston Martin ASTON MARTIN DB5,Aston Martin,ASTON MARTIN DB5,other,1963,1965,True
ASTON_MARTIN_DB6_19651970,392,Aston Martin ASTON MARTIN DB6,Aston Martin,ASTON MARTIN DB6,other,1965,1970,True
ASTON_MARTIN_DB7_Vantage_19992003,393,Aston Martin ASTON MARTIN DB7 Vantage,Aston Martin,ASTON MARTIN DB7 Vantage,other,1993,2004,True
ASTON_MARTIN_DB7_Vantage_Volante_19992003,394,Aston Martin ASTON MARTIN DB7 Vantage Volante,Aston Martin,ASTON MARTIN DB7 Vantage Volante,convertible,1996,2003,True
ASTON_MARTIN_DB9_Carbon_Edition_20142016,395,Aston Martin ASTON MARTIN DB9 Carbon Edition,Aston Martin,ASTON MARTIN DB9 Carbon Edition,other,2004,2016,True
ASTON_MARTIN_DB9_Coupe_20042010,396,Aston Martin ASTON MARTIN DB9 Coupe,Aston Martin,ASTON MARTIN DB9 Coupe,other,2004,2016,True
ASTON_MARTIN_DB9_Coupe_20102012,397,Aston Martin ASTON MARTIN DB9 Coupe,Aston Martin,ASTON MARTIN DB9 Coupe,other,2004,2016,True
ASTON_MARTIN_DB9_Volante_20042010,398,Aston Martin ASTON MARTIN DB9 Volante,Aston Martin,ASTON MARTIN DB9 Volante,convertible,2004,2015,True
ASTON_MARTIN_DB9_Volante_20102012,399,Aston Martin ASTON MARTIN DB9 Volante,Aston Martin,ASTON MARTIN DB9 Volante,convertible,2004,2015,True
ASTON_MARTIN_DB9_Volante_20132015,400,Aston Martin ASTON MARTIN DB9 Volante,Aston Martin,ASTON MARTIN DB9 Volante,convertible,2004,2015,True
